CODM;RAZAO_SOCIAL;CNPJ;NATUREZA;COD_IES;INSTITUICAO;SIGLA;TELEGONE;SITE;EMAIL;ENDERECO;CIDADE;UF;TIPO;TIPO2;CATEGOORIA;CATEGORIA2;DATA1;CT;ANO_CT;CT_EAD;ANO_EAD;IGC;ANO2;OBS;RLEGAL;OBS3;STIUACAO
1509;SOEMOC - SOCIEDADE EDUCATIVA MOC LTDA;22.669.915/0001-27;Privada com fins lucrativos;4068;FACULDADE ICESP (ICESP);ICESP;(61)30359500;;;Quadra QS 5 Rua 300 - 01 - CEP: 71961-540 - Areal (Águas Claras);Brasília;DF;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;29/12/2004;4;2012;-;;3;2023;;;;Ativa
16329;INSTITUTO DE CIENCIA TECNOLOGIA E QUALIDADE INDUSTRIAL LTDA - ME;10.564.067/0001-02;Privada com fins lucrativos;19909;Faculdade ICTQ/PGE (ICTQ/PGE);ICTQ/PGE;(62) 3937-7054;ictq.com.br;academico@administradoresdevalor.com.brfaculdadeictqpge@ictq.com.breugenio@ictq.com.br;Rua Benjamin Constant - 1491 - CEP: 75024-020 - Setor Central;Anápolis;GO;Faculdade;EAD - Superior / Presencial - Superior /;Privada;Privada com fins lucrativos;29/03/2018;4;2022;4;2020;-;;;;;Ativa
16182;CENTRO DE ESTUDOS SUPERIORES IDD LTDA;19.597.506/0001-58;Privada com fins lucrativos;19196;Faculdade IDD (IDD);IDD;(41) 3333-3668;www.idd.edu.br;deluca@idd.edu.brdaher@idd.edu.br;Rua Emiliano Perneta - 174 - CEP: 80010-050 - Centro;Curitiba;PR;Faculdade;EAD - Superior / Presencial - Superior /;Privada;Privada com fins lucrativos;18/11/2016;3;2022;4;2023;-;;;;;Ativa
17851;IDEAL SERVICOS EDUCACIONAIS LTDA;36.706.405/0001-97;Privada com fins lucrativos;25393;Faculdade Ideal Trends (Ftrends);Ftrends;11 4862-1063;;diretoria@ftrends.com.br;Rua Engenheiro Tomás Whately - 240 - CEP: 04742-130 - Santo Amaro;São Paulo;SP;Faculdade;EAD - Superior /;Privada;Privada com fins lucrativos;29/07/2024;-;;4;2021;-;;;;;Ativa
941;SOCIEDADE EDUCACIONAL IDEAL LTDA;02.696.435/0001-48;Privada com fins lucrativos;1423;Faculdade Ideal Wyden (Faci Wyden);Faci Wyden;;http://www.wyden.com.br/faci;cgfaciw@gmail.comregulatorio.nacional@estacio.br;TRAVESSA TUPINAMBÁS - 461 - CEP: 66025-610 - BATISTA CAMPOS;Belém;PA;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;20/12/1999;4;2017;-;;3;2023;;;;Ativa
15905;INSTITUTO DE DESENVOLVIMENTO EDUCACIONAL DE BAGE LTDA;17.592.423/0001-40;Privada com fins lucrativos;13359;FACULDADE IDEAU DE BAGÉ (IDEAU);IDEAU;(53) 3241-7341;https://www.bage.ideau.com.br/;pesquisa@ideau.com.br;RODOVIA BR 153, KM 636 - - CEP: 96429-899 - Área Rural de Bagé;Bagé;RS;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;06/02/2012;5;2023;-;;3;2023;;;;Ativa
15902;INSTITUTO DE DESENVOLVIMENTO EDUCACIONAL DE CAXIAS DO SUL LTDA;17.588.465/0001-08;Privada com fins lucrativos;4632;FACULDADE IDEAU DE CAXIAS DO SUL (IDEAU);IDEAU;(54)3536-4404;https://www.caxias.ideau.com.br/;pesquisa@ideau.com.br;Rua Sinimbu - 1670 - CEP: 95020-001 - Centro;Caxias do Sul;RS;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;03/11/2006;3;2018;-;;3;2023;;;;Ativa
15904;INSTITUTO DE DESENVOLVIMENTO EDUCACIONAL DE PASSO FUNDO LTDA;17.590.477/0001-77;Privada com fins lucrativos;4633;Faculdade IDEAU de Passo Fundo (IDEAU);IDEAU;(54) 2103-1250;https://www.passofundo.ideau.com.br/;pesquisa@ideau.com.br;Avenida Rui Barbosa - 103 - CEP: 99050-120 - Vila Petrópolis;Passo Fundo;RS;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;05/12/2008;5;2023;4;2019;3;2023;;;;Ativa
16441;INSTITUTO D'OR DE PESQUISA E ENSINO;12.433.137/0001-19;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública;20682;Faculdade IDOR de Ciências Médicas (Faculdade IDOR);Faculdade IDOR;(21)3883-6000;www.idor.org;secretaria.ensino@idor.organne.piccolo@idor.org;Rua Diniz Cordeiro - 30 - CEP: 22281-100 - Botafogo;Rio de Janeiro;RJ;Faculdade;EAD - Superior / Presencial - Superior /;Privada;Privada sem fins lucrativos;01/03/2018;5;2024;4;2021;3;2023;;;;Ativa
17884;IEPG GRADUACAO E POS GRADUACAO LTDA;29.458.434/0001-11;Privada com fins lucrativos;25458;FACULDADE IEPG (IEPG);IEPG;(62) 3242-2040;https://faculdadeiepg.com.br/;administrativo@faculdadeiepg.com.br;Avenida T 63 - 1351 - CEP: 74280-235 - Setor Nova Suiça;Goiânia;GO;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;25/08/2022;4;2021;-;;-;;;;;Ativa
15926;INSTITUTO LATINO AMERICANO DE PESQUISA E ENSINO ODONTOLOGICO - ILAPEO LTDA;07.059.864/0001-28;Privada com fins lucrativos;18046;FACULDADE ILAPEO (ILAPEO);ILAPEO;4135956026;www.ilapeo.com.br;table@ilapeo.com.br;Rua Jacarezinho - 656 - CEP: 80710-150 - Mercês;Curitiba;PR;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;06/05/2016;4;2022;-;;-;;;;;Ativa
16056;INSTITUTO MINEIRO DE EDUCACAO SUPERIOR;07.543.471/0001-95;Privada sem fins lucrativos;18637;Faculdade IMES (IMES);IMES;3 332 123 418;www.imes.org.br;imesgvr@imes.org.br;Rua Peçanha - 662 - 10º Andar - CEP: 35010-161 - Centro;Governador Valadares;MG;Faculdade;EAD - Superior / Presencial - Superior /;Privada;Privada sem fins lucrativos;19/07/2016;3;2015;5;2019;2;2021;;;;Ativa
18554;IMESP INSTITUTO MONITOR DE ENSINO SUPERIOR LTDA.;45.756.380/0001-27;Privada com fins lucrativos;12817;FACULDADE IMESP MONITOR (IMESP);IMESP;(11) 35551086;www.faculdademonitor.com.br;marcela.freitas@faculdademonitor.edu.br;Av. Rangel Pestana - 1105 - CEP: 03001-000 - Brás;São Paulo;SP;Faculdade;EAD - Superior / Presencial - Superior /;Privada;Privada com fins lucrativos;06/04/2018;5;2022;4;2018;3;2023;;;;Ativa
1765;UNIAO EDUCACIONAL, CULTURAL E TECNOLOGICA IMPACTA - UNI.IMPACTA;59.069.914/0001-51;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública;5387;FACULDADE IMPACTA (IMPACTA);IMPACTA;(11) 5593-5385;www.impacta.edu.br;pedro.alves@impacta.com.brANDRE@IMPACTA.COM.BR;Rua Cubatão - 726 - CEP: 04013-000 - Vila Mariana;São Paulo;SP;Faculdade;EAD - Superior / Presencial - Superior /;Privada;Privada sem fins lucrativos;19/03/2003;5;2024;4;2019;3;2023;;;;Ativa
16374;ALAGOAS EDUCACIONAL DE ENSINO SUPERIOR LTDA - EPP;21.190.428/0001-14;Privada com fins lucrativos;20321;FACULDADE IMPACTO;-;(82) 3346-1600/(82)993661759;https://impactofaculdade.com.br/;fdg.lince@gmail.com lucigleiceduarte@gmail.com financeiro@faculdadefdg.edu.br;Rua Roberto Simonsen - s/n - CEP: 57052-675 - Gruta de Lourdes;Maceió;AL;Faculdade;EAD - Superior / Presencial - Superior /;Privada;Privada com fins lucrativos;30/08/2019;4;2023;4;2019;-;;;;;Ativa
16943;INSTITUTO DE EDUCACAO DO NORTE GOIANO LTDA - ME;28.492.687/0001-49;Privada com fins lucrativos;22463;Faculdade Impacto de Porangatu (FIP);FIP;(62) 3362-1465;faculdadeimpacto.com.br;faculdadeimpactodeporangatu@gmail.com;Rua 15 - 27 - CEP: 76550-000 - Centro;Porangatu;GO;Faculdade;EAD - Superior / Presencial - Superior /;Privada;Privada com fins lucrativos;03/06/2019;4;2025;4;2019;2;2023;;;;Ativa
17462;INEC - INSTITUTO NACIONAL DE EDUCACAO CONTINUADA EIRELI;32.828.292/0001-41;Privada com fins lucrativos;24558;FACULDADE INBEC (INBEC);INBEC;85-999871884;inbec.edu.br;pi.mec@inbec.edu.br diretoria.academica@inbec.edu.br;Rua Joaquim Nabuco - 2906 - CEP: 60125-121 - Dionisio Torres;Fortaleza;CE;Faculdade;EAD - Superior / Presencial - Superior /;Privada;Privada com fins lucrativos;07/02/2022;5;2021;5;2023;-;;;;;Ativa
1163;FAINOR FACULDADE INDEPENDENTE DO NORDESTE LTDA;03.262.477/0001-33;Privada com fins lucrativos;1758;FACULDADE INDEPENDENTE DO NORDESTE (FAINOR);FAINOR;(77) 3161-1000;www.fainor.com.br;pi@fainor.com.br;Avenida Luís Eduardo Magalhães - 1305 - CEP: 45028-440 - Candeias;Vitória da Conquista;BA;Faculdade;EAD - Superior / Presencial - Superior /;Privada;Privada com fins lucrativos;09/07/2001;4;2023;5;2018;3;2023;;;;Ativa
16396;IADEB-MODULO DE EDUCACAO AVANCADA LTDA;10.683.786/0001-42;Privada com fins lucrativos;2688;FACULDADE INESP - INSTITUTO NACIONAL DE ENSINO E PESQUISA (INESP);INESP;(12) 3959-2150;www.inesp.edu.br;diretoriaadministrativa@inesp.edu.br;Rua General Carneiro - 341 - CEP: 12308-061 - Centro;Jacareí;SP;Faculdade;EAD - Superior / Presencial - Superior /;Privada;Privada com fins lucrativos;04/03/2005;3;2023;4;2022;4;2023;;;;Ativa
17375;INSTITUTO EDUCA MAIS (IE+);28.714.760/0001-80;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública;18711;FACULDADE INOVA MAIS DE SÃO PAULO (FIMSP);FIMSP;(11) 2174-2300 (11)94852-0015;www.faculdadeinovamais.com.br;silvcampos@terra.com.br;Rua Conde do Pinhal - 78 - CEP: 01501-060 - Centro;São Paulo;SP;Faculdade;EAD - Superior / Presencial - Superior /;Privada;Privada sem fins lucrativos;02/08/2017;4;2022;4;2021;-;;;;;Ativa
12796;PHARMACOLOGICA CURSOS E TREINAMENTOS EIRELI;06.039.059/0001-70;Privada com fins lucrativos;25719;FACULDADE INPÓS (INPÓS);INPÓS;;;diretoria@inposbr.com.br;Rua S 1 - 933 - CEP: 74823-420 - Setor Bela Vista;Goiânia;GO;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;22/12/2023;4;2021;-;;-;;;;;Ativa
17862;INSTITUTO PROJECAO - INPRO LTDA;27.683.733/0001-24;Privada com fins lucrativos;25377;FACULDADE INPRO (FACINPRO);FACINPRO;(62)3922-3899;www.facinpro.edu.br;diretoria@facinpro.edu.br;Rua 88 - 25 - CEP: 74085-115 - Setor Sul;Goiânia;GO;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;30/12/2021;4;2021;-;;-;;;;;Ativa
3359;AX - CENTRO DE ESTUDOS DA SAUDE LTDA. - EPP;07.109.722/0001-28;Privada com fins lucrativos;11818;Faculdade Inspirar (Inspirar);Inspirar;41 3019-2828;www.inspirar.com.br;angelica.lodovico@inspirar.com.br;Rua João Tschannerl - 880 - CEP: 80820-010 - Vista Alegre;Curitiba;PR;Faculdade;EAD - Superior / Presencial - Superior /;Privada;Privada com fins lucrativos;09/12/2010;4;2023;4;2022;3;2023;;;;Ativa
16804;INSTITUTO SUL-MATOGROSSENSE DE ENSINO SUPERIOR LTDA;06.020.740/0001-76;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública;22089;Faculdade INSTED;-;6732015999;www.insted.edu.br;neca@insted.edu.br marlylopo@gmail.com;Avenida Fernando Corrêa da Costa - 845 - CEP: 79002-820 - Centro;Campo Grande;MS;Faculdade;EAD - Superior / Presencial - Superior /;Privada;Privada sem fins lucrativos;01/03/2018;4;2023;4;2019;3;2023;;;;Ativa
17039;IBE - INSTITUTO BRASILEIRO DE ENSINO LTDA - ME;11.458.581/0001-26;Privada com fins lucrativos;22966;Faculdade Instituto Brasileiro de Ensino (FACIBE);FACIBE;(31)25330500;https://www.facibe.edu.br;kelly.pereira@facibe.edu.br;Rua Silva Jardim - 296 - CEP: 30150-010 - Floresta;Belo Horizonte;MG;Faculdade;EAD - Superior /;Privada;Privada com fins lucrativos;25/06/2021;-;;3;2019;-;;;;;Ativa
17304;INSTITUTO IES LTDA;17.891.325/0001-04;Privada com fins lucrativos;23875;Faculdade Instituto de Ensino Superior (FACIES);FACIES;6 232 250 450;;ronielycarvalho.ies@gmail.com;Rua 90 - 460 - CEP: 74093-020 - Setor Sul;Goiânia;GO;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;14/07/2021;5;2020;-;;-;;;;Suspensão contrato FIES, Suspensão PROUNI;Ativa
1429;FASE EDUCACAO E CULTURA LTDA;47.358.536/0001-47;Privada com fins lucrativos;2177;Faculdade Instituto Paulista de Ensino (FIPEN);FIPEN;(11) 3133-5402;www.fipen.edu.br;vilene.weber@grupofase.com.br;Rua Euclides da Cunha - 390 - CEP: 06016-030 - Centro;Osasco;SP;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;12/06/2003;4;2017;-;;3;2021;;;Em supervisão - Procedimento Sancionador sem Medida Cautelar, Suspensão contrato FIES, Suspensão PROUNI;Ativa
17473;INSTITUTO UNIVERSITARIO DO RIO DE JANEIRO LTDA;20.739.704/0001-98;Privada com fins lucrativos;24700;Faculdade Instituto Rio de Janeiro (FIURJ);FIURJ;;;carla.dolezel@insitutouniversitario.com.br;Edifício São Borja - 277 - CEP: 20040-904 - Centro;Rio de Janeiro;RJ;Faculdade;EAD - Superior / Presencial - Superior /;Privada;Privada com fins lucrativos;09/07/2021;5;2020;5;2022;-;;;;;Ativa
2509;INSTITUTO PARA O DESENVOLVIMENTO DA EDUCACAO E CIDADANIA LTDA;02.684.150/0001-97;Privada com fins lucrativos;3986;FACULDADE INSTITUTO SUPERIOR DE EDUCAÇÃO DO PARANÁ - FAINSEP (FAINSEP);FAINSEP;(44) 3123-6999;www.fainsep.edu.br;fainsep@fainsep.edu.br;Brasil - 4835 - CEP: 87014-070 - Zona 04;Maringá;PR;Faculdade;EAD - Superior / Presencial - Superior /;Privada;Privada sem fins lucrativos;03/09/2004;3;2010;-;;3;2023;;;;Ativa
17457;FACULDADE CIENTIFICA E TECNOLOGICA DE MARINGA - FACINT LTDA;33.794.310/0001-84;Privada com fins lucrativos;24290;Faculdade Integração (FACINT);FACINT;;www.facint.edu.br;;Avenida Brasil - 3434 - CEP: 87013-000 - Zona 01;Maringá;PR;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;31/08/2020;4;2019;-;;-;;;;;Ativa
17457;FACULDADE CIENTIFICA E TECNOLOGICA DE MARINGA - FACINT LTDA;33.794.310/0001-84;Privada com fins lucrativos;24553;Faculdade Integração (FACINT);FACINT;(44)3024-4242;https://www.facint.edu.br;diretor@facint.edu.br;Avenida João Paulino Vieira Filho - 870 - CEP: 87020-015 - Zona 07;Maringá;PR;Faculdade;EAD - Superior /;Privada;Privada com fins lucrativos;12/04/2022;-;;5;2021;-;;;;;Ativa
16245;INTEGRACAO CONSULTORES ASSOCIADOS LTDA;03.493.782/0001-36;Privada com fins lucrativos;20098;Faculdade Integração (FI);FI;;www.integracao.com.br;jlslima@terra.com.br;Rua Manuel Guedes - 504 - CEP: 04536-07 - Jardim Europa;São Paulo;SP;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;10/11/2017;3;2016;-;;-;;;;;Ativa
14228;FACULDADES INTEGRADAS CARAJAS S/C LTDA - EPP;11.306.033/0001-80;Privada com fins lucrativos;14901;FACULDADE INTEGRADA CARAJÁS (FIC);FIC;;;l.reinaldo@uol.com.br;BR 155, km 03 - 3 - CEP: 68552-700 - Parque dos Buritis ? 3;Redenção;PA;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;19/09/2011;4;2019;4;2023;3;2023;;;;Ativa
17448;EQUIPE EDUCACIONAL GH LTDA;33.856.347/0001-90;Privada com fins lucrativos;21982;Faculdade Integrada CETE (FIC);FIC;87 99953-5900;https://www.ficgaranhuns.com.br/;faculdadeintegradaceta@gmail.com humbertorochimin@yahoo.com.br educacionaldirecao@gmail.com;Rodovia BR-423 - S/N - CEP: 55295-130 - São José;Garanhuns;PE;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;15/01/2019;4;2024;-;;3;2023;;;;Ativa
16751;F. P. DO NASCIMENTO - ME;06.914.593/0001-88;Privada com fins lucrativos;21877;FACULDADE INTEGRADA DA AMAZÔNIA (FINAMA);FINAMA;;;secregulacao@faculdadefinama.com.br;Avenida Conselheiro Furtado - 2499 - CEP: 66063-060 - Cremação;Belém;PA;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;08/03/2018;4;2022;-;;3;2023;;;;Ativa
1033;DIRETIVA ADMINISTRADORA DE PARTICIPACOES LTDA;00.120.750/0001-05;Privada com fins lucrativos;4922;FACULDADE INTEGRADA DAS CATARATAS eJOVEM (eJOVEM);eJOVEM;45-35201900;udc@udc.edu.br;angela@udc.edu.br;Rua David Muffatto - 367 - CEP: 85864-390 - Jardim Comercial das Bandeiras;Foz do Iguaçu;PR;Faculdade;EAD - Superior / Presencial - Superior /;Privada;Privada com fins lucrativos;10/10/2008;4;2023;5;2021;3;2023;;;;Ativa
16751;F. P. DO NASCIMENTO - ME;06.914.593/0001-88;Privada com fins lucrativos;22239;FACULDADE INTEGRADA DE ADVOCACIA DA AMAZÔNIA (FINAMA);FINAMA;;;fonofabriciopeixoto@hotmail.com;Avenida Conselheiro Furtado - 2499 - CEP: 66063-060 - Cremação;Belém;PA;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;15/01/2019;4;2024;-;;3;2023;;;;Ativa
15967;CENTRO TECNOLOGICO DE DESENVOLVIMENTO LTDA - ME;06.294.555/0001-70;Privada com fins lucrativos;18267;FACULDADE INTEGRADA DE GESTÃO E MEIO AMBIENTE (FACIGMA);FACIGMA;81 3032-2408;www.facigma.org;regobarrosfilho@hotmail.com;Rua do Hospício - 362 - CEP: 50050-050 - Boa Vista;Recife;PE;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;19/07/2016;3;2014;-;;2;2023;;;;Ativa
16559;CENTRO EDUCACIONAL DE PALMEIRAS DE GOIAS EIRELI - ME;20.025.972/0001-48;Privada com fins lucrativos;21408;FACULDADE INTEGRADA DE PALMEIRAS DE GOIÁS (FAI);FAI;(64)3571-2076;https://faipalmeirasdegoias.edu.br/;fonseca@unipora.edu.br;Rua 7 de Setembro - s/n - CEP: 76190-000 - Vila Aurora;Palmeiras de Goiás;GO;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;15/01/2019;3;2018;4;2021;-;;;;;Ativa
1721;FISMA - FACULDADE INTEGRADA DE SANTA MARIA LTDA.;01.763.991/0001-27;Privada com fins lucrativos;2647;FACULDADE INTEGRADA DE SANTA MARIA (FISMA);FISMA;(55) 30259725;www.fismafaculdade.com.br;ailo.saccol@fisma.edu.br;Rua José do Patrocínio - 26 - CEP: 97010-260 - Centro;Santa Maria;RS;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;19/11/2003;4;2023;3;2019;3;2023;;;Adesão ao PROIES;Ativa
17170;INSTITUTO SOUZA LTDA;22.856.188/0001-07;Privada com fins lucrativos;23455;Faculdade Integrada Instituto Souza (FASOUZA);FASOUZA;(31)3616-7227;fasouza.edu.br;secretaria@fasouza.edu.brmarcossouza@fasouza.edu.br;Avenida Santa Helena - 1140 - CEP: 35164-332 - Novo Cruzeiro;Ipatinga;MG;Faculdade;EAD - Superior /;Privada;Privada com fins lucrativos;08/03/2021;-;;4;2019;-;;;;;Ativa
2944;CEI - CENTRO EDUCACIONAL INTEGRADO LTDA;79.264.628/0001-54;Privada com fins lucrativos;28557;Faculdade Integrado de Macapá/AP;-;;;;Av. Feliciano Coelho - 125 - CEP: 68901-025 - Trem;Macapá;AP;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;14/04/2025;4;2024;-;;-;;;;;Ativa
16214;SOCIEDADE DE EDUCACAO E TECNOLOGIA VIEIRA DE JABOATAO LTDA;19.773.583/0001-11;Privada com fins lucrativos;19716;Faculdade Integral de Jaboatão dos Guararapes (FIJ);FIJ;;;lauro.vieira@gmail.com;Rua Marechal Hermes da Fonseca - 20 - CEP: 54400-333 - Piedade;Jaboatão dos Guararapes;PE;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;07/11/2017;3;2016;-;;-;;;;Em supervisão - Procedimento Sancionador sem Medida Cautelar;Ativa
18492;UNIAO DAS INSTITUICOES DE ENSINO SUPERIOR SAPIENS S.A;47.911.090/0001-36;Privada com fins lucrativos;1728;Faculdade Interamericana Unisapiens (SAPIENS);SAPIENS;6932116000;https://faculdadesapiens.edu.br/;magda.farias@gruposapiens.com.br;Rua Paulo Freire - 4767b - CEP: 76820-514 - Flodoaldo Pontes Pinto;Porto Velho;RO;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;22/05/2001;4;2023;-;;2;2023;;;;Ativa
17254;ASSOCIACAO PENHENSE DE ENSINO SUPERIOR;31.569.043/0001-16;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública;1745;Faculdade Interativa de São Paulo (FAISP);FAISP;(11) 27918464;www.faisp.edu.br;paulo@faisp.edu.br;Rua Heloísa Penteado - 327 - CEP: 03649-010 - Vila Esperança;São Paulo;SP;Faculdade;Presencial - Superior;Privada;Privada sem fins lucrativos;29/06/2001;4;2022;-;;2;2023;;;;Ativa
18326;CPO - ENSINO SUPERIOR LTDA;40.524.182/0001-14;Privada com fins lucrativos;28519;Faculdade Intercontinental (FAINTER);FAINTER;(15) 99627-0867;;lauren.isabela7@gmail.com;Rua Hermínio Pinto - 13-51 - CEP: 17011-010 - Vila Brunhari;Bauru;SP;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;29/07/2024;5;2023;-;;-;;;;;Ativa
18326;CPO - ENSINO SUPERIOR LTDA;40.524.182/0001-14;Privada com fins lucrativos;23181;FACULDADE INTERCONTINENTAL (FAINTER);FAINTER;;;administrativo@faicon.com.br;Rua Albertina Nascimento - 132 - CEP: 18110-095 - Centro;Votorantim;SP;Faculdade;EAD - Superior /;Privada;Privada com fins lucrativos;21/09/2021;-;;5;2019;-;;;;;Ativa
16391;VALERIA DE ALVARENGA PANTOJA - ME;12.985.141/0001-90;Privada com fins lucrativos;20438;FACULDADE INTERCULTURAL DA AMAZONIA (FIAMA);FIAMA;991021208;;kassymoura74@gmail.com;Loteamento Morada Nova II - 61 - CEP: 66823-070 - Coqueiro;Belém;PA;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;12/06/2020;4;2019;-;;-;;;;;Ativa
16551;FUNDACAO CIDADE VIVA;09.491.298/0001-54;Privada sem fins lucrativos;21224;FACULDADE INTERNACIONAL CIDADE VIVA (FICV);FICV;(83) 3246-7471;www.ficv.edu.br;thiagodutra@cidadeviva.org;Rua Luzia Simões Bertolini - 1º andar - 50 - CEP: 58036-630 - Aeroclube;João Pessoa;PB;Faculdade;EAD - Superior / Presencial - Superior /;Privada;Privada sem fins lucrativos;19/01/2018;4;2023;4;2019;3;2023;;;;Ativa
2003;ASPEC SOCIEDADE PARAIBANA DE EDUCACAO E CULTURA LTDA;05.247.100/0001-30;Privada com fins lucrativos;3099;FACULDADE INTERNACIONAL DA PARAÍBA (FPB);FPB;(83) 31332900;www.fpb.edu.br;regulatorio@animaeducacao.com.br;Avenida Monsenhor Walfredo Leal - 512 - CEP: 58020-540 - Tambiá;João Pessoa;PB;Faculdade;EAD - Superior / Presencial - Superior /;Privada;Privada com fins lucrativos;19/10/2004;5;2024;4;2014;3;2023;;;;Ativa
17271;FACULDADE DE ENSINO INTERNACIONAL DO MARANHAO LTDA;28.861.353/0001-03;Privada com fins lucrativos;16894;Faculdade Internacional de São Luís (ISL);ISL;(98) 3131.6200 (98) 991181044;www.wyden.com.br/isl;ilda.martins@faculdadeisl.com.br;Avenida dos Holandeses - 10 - CEP: 65071-380 - Calhau;São Luís;MA;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;02/10/2014;4;2019;-;;3;2023;;;;Ativa
17535;FACULDADE INTERNACIONAL DE SAO PAULO LTDA;13.563.302/0001-10;Privada com fins lucrativos;24884;Faculdade Internacional de São Paulo (FINSP);FINSP;11973047270;;gustavolian@grupoaeducacional.com.br;Rua São Nicásio - 420 - CEP: 03128-050 - Alto da Mooca;São Paulo;SP;Faculdade;EAD - Superior / Presencial - Superior /;Privada;Privada com fins lucrativos;28/12/2021;4;2021;5;2021;-;;;;;Ativa
17535;FACULDADE INTERNACIONAL DE SAO PAULO LTDA;13.563.302/0001-10;Privada com fins lucrativos;25349;FACULDADE INTERNACIONAL DE SÃO PAULO (FISP);FISP;;;gustavolian@grupoaeducacional.com.br;Rua Fidalga - 548 - CEP: 05432-000 - Pinheiros;São Paulo;SP;Faculdade;EAD - Superior /;Privada;Privada com fins lucrativos;06/07/2023;4;2021;4;2021;-;;;;;Ativa
1227;INTERVALE ENSINO E PESQUISA EIRELI;02.156.387/0001-03;Privada com fins lucrativos;1863;FACULDADE INTERVALE (INTERVALE);INTERVALE;(33) 3241- 2147;www.intervale.edu.br;direcao@intervale.edu.br;RUA MIGUEL ROAS HUEBRA - 360 - CEP: 35290-000 - CENTRO;Mantena;MG;Faculdade;EAD - Superior / Presencial - Superior /;Privada;Privada com fins lucrativos;08/11/2001;3;2015;1;2023;2;2021;;;Suspensão contrato FIES, Suspensão PROUNI;Ativa
1181;INSTITUTO TECNOLOGICO DO SUDOESTE PAULISTA SYLVESTRE FERRAZ EGREJA;03.370.504/0001-91;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública;1781;FACULDADE INTESP (INTESP);INTESP;(14) 3344 1157;www.intesp.edu.br;intesp-eletrica@intesp.edu.br;Rua Deoclides da Silva Guidio - 469 - CEP: 18950-000 - Centro;Ipaussu;SP;Faculdade;Presencial - Superior;Privada;Privada sem fins lucrativos;25/07/2001;3;2024;-;;2;2019;;;;Ativa
17349;INVICTUS ENSINO SUPERIOR LTDA;32.697.887/0001-05;Privada com fins lucrativos;24253;Faculdade Invictus (FIRP);FIRP;(17) 3211-9023;https://faculdadeinvictus.edu.br/;contato@faculdadeinvictus.com.br;Avenida Doutor Alberto Andaló - 4125 - CEP: 15015-000 - Centro;São José do Rio Preto;SP;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;01/02/2022;4;2020;-;;-;;;;;Ativa
17828;IEA FACULDADE E EDUCACAO SUPERIOR LTDA.;35.974.642/0001-76;Privada com fins lucrativos;26874;Faculdade IOA (IOA);IOA;(49) 99973-0513;;procuradoriainstitucional@uniavan.edu.br;Rodovia Osvaldo Reis - 2751 - CEP: 88306-601 - Balneário Santa Clara;Itajaí;SC;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;29/07/2024;4;2023;-;;-;;;;;Ativa
18236;CURSO DIRECIONADO PARA CONCURSO EIRELI;32.591.107/0001-48;Privada com fins lucrativos;26559;FACULDADE IPC (IPC);IPC;;;deptofinanceirocdc@gmail.com;Avenida 136 - 745 - CEP: 74093-250 - Setor Sul;Goiânia;GO;Faculdade;EAD - Superior / Presencial - Superior /;Privada;Privada com fins lucrativos;26/10/2023;4;2023;4;2023;-;;;;Suspensão contrato FIES, Suspensão PROUNI;Ativa
